iz,z,n_ivols,log_Mhalo,phi,bin_idx
iz82,6.01075,1,9.1,0.0,0
iz82,6.01075,1,9.299999999999999,0.0,1
iz82,6.01075,1,9.499999999999998,0.0,2
iz82,6.01075,1,9.699999999999998,0.0,3
iz82,6.01075,1,9.899999999999997,0.0,4
iz82,6.01075,1,10.099999999999996,0.0,5
iz82,6.01075,1,10.299999999999995,0.0,6
iz82,6.01075,1,10.499999999999995,0.0,7
iz82,6.01075,1,10.699999999999994,0.0,8
iz82,6.01075,1,10.899999999999993,0.0,9
iz82,6.01075,1,11.099999999999993,0.0032770854020102384,10
iz82,6.01075,1,11.299999999999992,0.0015100295479851097,11
iz82,6.01075,1,11.499999999999991,0.0006425657651000467,12
iz82,6.01075,1,11.69999999999999,0.00022489801778501637,13
iz82,6.01075,1,11.89999999999999,6.425657651000467e-05,14
iz82,6.01075,1,12.099999999999989,3.2128288255002334e-05,15
iz82,6.01075,1,12.299999999999988,3.2128288255002334e-05,16
iz82,6.01075,1,12.499999999999988,0.0,17
iz82,6.01075,1,12.699999999999987,0.0,18
iz82,6.01075,1,12.899999999999986,0.0,19
iz82,6.01075,1,13.099999999999985,0.0,20
iz82,6.01075,1,13.299999999999985,0.0,21
iz82,6.01075,1,13.499999999999984,0.0,22
iz82,6.01075,1,13.699999999999983,0.0,23
iz82,6.01075,1,13.899999999999983,0.0,24
iz82,6.01075,1,14.099999999999982,0.0,25
iz82,6.01075,1,14.299999999999981,0.0,26
iz82,6.01075,1,14.49999999999998,0.0,27
iz82,6.01075,1,14.69999999999998,0.0,28
iz82,6.01075,2,9.1,0.0,0
iz82,6.01075,2,9.299999999999999,0.0,1
iz82,6.01075,2,9.499999999999998,0.0,2
iz82,6.01075,2,9.699999999999998,0.0,3
iz82,6.01075,2,9.899999999999997,0.0,4
iz82,6.01075,2,10.099999999999996,0.0,5
iz82,6.01075,2,10.299999999999995,0.0,6
iz82,6.01075,2,10.499999999999995,0.0,7
iz82,6.01075,2,10.699999999999994,0.0,8
iz82,6.01075,2,10.899999999999993,0.0,9
iz82,6.01075,2,11.099999999999993,0.0033734702667752455,10
iz82,6.01075,2,11.299999999999992,0.001333323962582597,11
iz82,6.01075,2,11.499999999999991,0.0004979884679525362,12
iz82,6.01075,2,11.69999999999999,0.00017670558540251285,13
iz82,6.01075,2,11.89999999999999,3.2128288255002334e-05,14
iz82,6.01075,2,12.099999999999989,3.2128288255002334e-05,15
iz82,6.01075,2,12.299999999999988,1.6064144127501167e-05,16
iz82,6.01075,2,12.499999999999988,0.0,17
iz82,6.01075,2,12.699999999999987,0.0,18
iz82,6.01075,2,12.899999999999986,0.0,19
iz82,6.01075,2,13.099999999999985,0.0,20
iz82,6.01075,2,13.299999999999985,0.0,21
iz82,6.01075,2,13.499999999999984,0.0,22
iz82,6.01075,2,13.699999999999983,0.0,23
iz82,6.01075,2,13.899999999999983,0.0,24
iz82,6.01075,2,14.099999999999982,0.0,25
iz82,6.01075,2,14.299999999999981,0.0,26
iz82,6.01075,2,14.49999999999998,0.0,27
iz82,6.01075,2,14.69999999999998,0.0,28
iz82,6.01075,4,9.1,0.0,0
iz82,6.01075,4,9.299999999999999,0.0,1
iz82,6.01075,4,9.499999999999998,0.0,2
iz82,6.01075,4,9.699999999999998,0.0,3
iz82,6.01075,4,9.899999999999997,0.0,4
iz82,6.01075,4,10.099999999999996,0.0,5
iz82,6.01075,4,10.299999999999995,0.0,6
iz82,6.01075,4,10.499999999999995,0.0,7
iz82,6.01075,4,10.699999999999994,0.0,8
iz82,6.01075,4,10.899999999999993,0.0,9
iz82,6.01075,4,11.099999999999993,0.003421662699157749,10
iz82,6.01075,4,11.299999999999992,0.0013011956743275946,11
iz82,6.01075,4,11.499999999999991,0.0004899563958887857,12
iz82,6.01075,4,11.69999999999999,0.00017670558540251285,13
iz82,6.01075,4,11.89999999999999,8.032072063750584e-05,14
iz82,6.01075,4,12.099999999999989,1.6064144127501167e-05,15
iz82,6.01075,4,12.299999999999988,8.032072063750584e-06,16
iz82,6.01075,4,12.499999999999988,0.0,17
iz82,6.01075,4,12.699999999999987,0.0,18
iz82,6.01075,4,12.899999999999986,0.0,19
iz82,6.01075,4,13.099999999999985,0.0,20
iz82,6.01075,4,13.299999999999985,0.0,21
iz82,6.01075,4,13.499999999999984,0.0,22
iz82,6.01075,4,13.699999999999983,0.0,23
iz82,6.01075,4,13.899999999999983,0.0,24
iz82,6.01075,4,14.099999999999982,0.0,25
iz82,6.01075,4,14.299999999999981,0.0,26
iz82,6.01075,4,14.49999999999998,0.0,27
iz82,6.01075,4,14.69999999999998,0.0,28
iz82,6.01075,8,9.1,0.0,0
iz82,6.01075,8,9.299999999999999,0.0,1
iz82,6.01075,8,9.499999999999998,0.0,2
iz82,6.01075,8,9.699999999999998,0.0,3
iz82,6.01075,8,9.899999999999997,0.0,4
iz82,6.01075,8,10.099999999999996,0.0,5
iz82,6.01075,8,10.299999999999995,0.0,6
iz82,6.01075,8,10.499999999999995,0.0,7
iz82,6.01075,8,10.699999999999994,0.0,8
iz82,6.01075,8,10.899999999999993,0.0,9
iz82,6.01075,8,11.099999999999993,0.0035943522485283865,10
iz82,6.01075,8,11.299999999999992,0.0013815163949651005,11
iz82,6.01075,8,11.499999999999991,0.0005261007201756633,12
iz82,6.01075,8,11.69999999999999,0.00021686594572126576,13
iz82,6.01075,8,11.89999999999999,6.827261254187997e-05,14
iz82,6.01075,8,12.099999999999989,1.2048108095625877e-05,15
iz82,6.01075,8,12.299999999999988,4.016036031875292e-06,16
iz82,6.01075,8,12.499999999999988,8.032072063750584e-06,17
iz82,6.01075,8,12.699999999999987,0.0,18
iz82,6.01075,8,12.899999999999986,0.0,19
iz82,6.01075,8,13.099999999999985,0.0,20
iz82,6.01075,8,13.299999999999985,0.0,21
iz82,6.01075,8,13.499999999999984,0.0,22
iz82,6.01075,8,13.699999999999983,0.0,23
iz82,6.01075,8,13.899999999999983,0.0,24
iz82,6.01075,8,14.099999999999982,0.0,25
iz82,6.01075,8,14.299999999999981,0.0,26
iz82,6.01075,8,14.49999999999998,0.0,27
iz82,6.01075,8,14.69999999999998,0.0,28
iz82,6.01075,20,9.1,0.0,0
iz82,6.01075,20,9.299999999999999,0.0,1
iz82,6.01075,20,9.499999999999998,0.0,2
iz82,6.01075,20,9.699999999999998,0.0,3
iz82,6.01075,20,9.899999999999997,0.0,4
iz82,6.01075,20,10.099999999999996,0.0,5
iz82,6.01075,20,10.299999999999995,0.0,6
iz82,6.01075,20,10.499999999999995,0.0,7
iz82,6.01075,20,10.699999999999994,0.0,8
iz82,6.01075,20,10.899999999999993,0.0,9
iz82,6.01075,20,11.099999999999993,0.003368651023536995,10
iz82,6.01075,20,11.299999999999992,0.0012947700166765941,11
iz82,6.01075,20,11.499999999999991,0.00047871149499953484,12
iz82,6.01075,20,11.69999999999999,0.00016385427010051192,13
iz82,6.01075,20,11.89999999999999,5.301167562075386e-05,14
iz82,6.01075,20,12.099999999999989,1.1244900889250819e-05,15
iz82,6.01075,20,12.299999999999988,1.6064144127501169e-06,16
iz82,6.01075,20,12.499999999999988,3.2128288255002338e-06,17
iz82,6.01075,20,12.699999999999987,0.0,18
iz82,6.01075,20,12.899999999999986,0.0,19
iz82,6.01075,20,13.099999999999985,0.0,20
iz82,6.01075,20,13.299999999999985,0.0,21
iz82,6.01075,20,13.499999999999984,0.0,22
iz82,6.01075,20,13.699999999999983,0.0,23
iz82,6.01075,20,13.899999999999983,0.0,24
iz82,6.01075,20,14.099999999999982,0.0,25
iz82,6.01075,20,14.299999999999981,0.0,26
iz82,6.01075,20,14.49999999999998,0.0,27
iz82,6.01075,20,14.69999999999998,0.0,28
iz82,6.01075,50,9.1,0.0,0
iz82,6.01075,50,9.299999999999999,0.0,1
iz82,6.01075,50,9.499999999999998,0.0,2
iz82,6.01075,50,9.699999999999998,0.0,3
iz82,6.01075,50,9.899999999999997,0.0,4
iz82,6.01075,50,10.099999999999996,0.0,5
iz82,6.01075,50,10.299999999999995,0.0,6
iz82,6.01075,50,10.499999999999995,0.0,7
iz82,6.01075,50,10.699999999999994,0.0,8
iz82,6.01075,50,10.899999999999993,0.0,9
iz82,6.01075,50,11.099999999999993,0.003333631189339043,10
iz82,6.01075,50,11.299999999999992,0.0012452924527638907,11
iz82,6.01075,50,11.499999999999991,0.0004587919562814334,12
iz82,6.01075,50,11.69999999999999,0.0001400793367918102,13
iz82,6.01075,50,11.89999999999999,3.534111708050257e-05,14
iz82,6.01075,50,12.099999999999989,1.0923618006700795e-05,15
iz82,6.01075,50,12.299999999999988,3.2128288255002338e-06,16
iz82,6.01075,50,12.499999999999988,1.9276972953001404e-06,17
iz82,6.01075,50,12.699999999999987,0.0,18
iz82,6.01075,50,12.899999999999986,0.0,19
iz82,6.01075,50,13.099999999999985,0.0,20
iz82,6.01075,50,13.299999999999985,0.0,21
iz82,6.01075,50,13.499999999999984,0.0,22
iz82,6.01075,50,13.699999999999983,0.0,23
iz82,6.01075,50,13.899999999999983,0.0,24
iz82,6.01075,50,14.099999999999982,0.0,25
iz82,6.01075,50,14.299999999999981,0.0,26
iz82,6.01075,50,14.49999999999998,0.0,27
iz82,6.01075,50,14.69999999999998,0.0,28
iz82,6.01075,100,9.1,0.0,0
